code,name,2012_Population,2012_Deaths,2012_Standardised_death_rate,2013_Population,2013_Deaths,2013_Standardised_death_rate,2014_Population,2014_Deaths,2014_Standardised_death_rate,2015_Population,2015_Deaths,2015_Standardised_death_rate,2016_Population,2016_Deaths,2016_Standardised_death_rate,2017_Population,2017_Deaths,2017_Standardised_death_rate,2018_Population,2018_Deaths,2018_Standardised_death_rate,2019_Population,2019_Deaths,2020_Population,2020_Deaths,2019_Standardised_death_rate,2020_Standardised_death_rate
305021117,Morningside - Seven Hills,12247,43,4.7,12561,50,4.8,12747,39,4.8,13042,43,4.7,13249,39,4.4,13656,46,4.6,14059,49,4.7,14241.2857142857,45.5714285714286,14531.5714285714,45.9285714285714,4.55714285714286,4.52857142857144
305021118,Norman Park,6343,20,4.9,6452,23,5,6505,22,5.7,6578,5,,6659,9,,6770,12,,6905,16,,6955.42857142855,8.5714285714289,7043.85714285713,6.89285714285779,-2.11428571428542,-3.19999999999982
305031119,Albion,2765,12,,2801,12,,2852,12,,2908,9,,2974,14,,3201,11,,3406,11,,3393.14285714284,11.1428571428572,3494.75,11.0357142857143,0,0
305031120,Alderley,6050,31,6.9,6074,23,6,6154,12,,6224,17,,6302,13,,6428,20,3.4,6540,19,,6585.42857142855,13.428571428572,6668.49999999997,11.9642857142862,-1.3714285714284,-2.29642857142835
305031121,Ascot,5402,20,3.9,5407,14,,5404,21,3.1,5403,22,3.1,5403,27,3.9,5436,24,3.9,5535,20,3.7,5492.28571428572,24.8571428571427,5508.57142857144,25.7857142857142,4.2285714285714,4.51428571428573
305031122,Clayfield,10716,35,4.1,10833,47,3.9,10955,44,4,10959,25,3.6,10960,40,3.4,11151,42,3.2,11251,33,3.3,11295.8571428571,35.1428571428573,11376.0714285714,34.4285714285716,3.01428571428573,2.85714285714289
305031123,Grange,4355,14,,4372,13,,4383,15,,4393,16,,4429,12,,4423,15,,4463,13,,4470,13.7142857142857,4486.85714285714,13.6428571428572,0,0
305031124,Hamilton (Qld),5307,25,5.3,5677,31,5.1,6069,34,5,6315,28,5,6698,29,4.6,6926,31,4.2,7168,41,4.6,7552.85714285704,37.4285714285711,7863.92857142852,38.9642857142853,4.21428571428572,4.06071428571431
305031125,Hendra,4748,15,,4789,23,3.7,4831,22,4,4845,30,4.7,4869,20,4.4,4957,21,4.3,5054,18,,5055,21.7142857142856,5101.14285714286,21.8214285714284,3.24285714285708,3.29999999999991
305031126,Kelvin Grove - Herston,8555,47,9.8,8936,42,9.1,9592,64,8.6,10182,56,8.9,10718,70,9.4,11193,49,8.8,11509,37,7.9,12169.5714285715,50.7142857142856,12687.5,50.3571428571427,8.14285714285717,7.94642857142861
305031127,Newmarket,4823,30,8.3,4929,29,7.4,5109,36,7.8,5171,33,7.9,5216,24,7.8,5311,27,6.8,5417,17,,5518.42857142858,20.1428571428582,5613.17857142858,18.1785714285725,2.84285714285693,1.91071428571422
305031128,Newstead - Bowen Hills,8237,23,4.5,8939,21,4.1,9464,13,,10365,27,3.1,11355,30,3.3,12588,21,3.4,13938,22,2.9,14454,24.4285714285712,15393,24.9285714285712,2.62857142857146,2.52500000000003
305031129,Wilston,4134,10,,4164,17,,4183,10,,4173,13,,4158,15,,4180,9,,4179,9,,4187.57142857143,9.85714285714289,4192.64285714286,9.35714285714289,0,0
305031130,Windsor,7005,43,6.6,7126,38,6.9,7285,46,7.5,7424,32,6.9,7582,35,6.9,7853,41,6.4,8062,29,6.1,8179.8571428571,31,8355.64285714284,29.3214285714284,6.31428571428572,6.20357142857145
305031131,Wooloowin - Lutwyche,9271,55,6.2,9587,55,6.3,9752,50,5.7,9940,50,5.2,10241,50,4.8,10654,61,5.7,10946,54,5.9,11148.4285714285,54.8571428571429,11421.5714285714,55.1785714285715,5.2571428571429,5.15000000000003
305041132,Ashgrove,13589,46,3.9,13750,36,4,13763,40,3.6,13770,35,3.2,13922,32,3,14203,33,2.7,14401,36,2.6,14414.1428571428,30.5714285714294,14539.1785714285,29.0000000000009,2.27142857142854,2.01785714285711
305041133,Auchenflower,5858,11,,5838,8,,5812,16,,5800,18,,5802,14,,5899,16,,5994,12,,5931.85714285715,15.9999999999998,5950.42857142857,16.6071428571427,0,0
305041134,Bardon,9813,43,4.4,9903,38,4.6,9966,36,4.2,10093,63,4.7,10168,40,4.7,10309,49,5.1,10442,47,4.5,10513.5714285714,50.571428571428,10617.1785714286,51.9285714285711,4.85714285714285,4.92142857142856
305041135,Paddington - Milton,10741,45,4.9,11004,44,5.5,11266,31,5.5,11349,42,5.2,11482,38,4.9,11836,42,5.2,12122,28,4.7,12260.4285714286,31.7142857142858,12475.5357142857,30,4.87142857142857,4.80714285714285
305041136,Red Hill (Qld),5923,20,5,5949,18,,5938,19,,5988,19,,6043,15,,6116,16,,6187,11,,6196.42857142857,11.8571428571431,6240.39285714286,10.6071428571431,-1.4285714285711,-1.96428571428555
305041137,Toowong,11205,40,5.6,11338,37,5.4,11399,31,4.9,11390,38,4.8,11479,40,4.7,11811,41,5.1,12095,31,4.5,12059,35.4285714285716,12191,35.0714285714287,4.41428571428577,4.26785714285717
310011271,Darra - Sumner,4808,16,,4905,25,5.7,4968,13,,5092,17,,5164,14,,5212,19,,5212,23,4.8,5340.42857142855,19.5714285714284,5412.64285714284,19.9285714285713,1.92857142857133,2.03571428571419
310011272,Durack,7127,85,5.6,7480,50,5.5,7814,76,6.6,8038,58,5.7,8295,55,5.9,8414,68,5.3,8459,81,5.7,8853.14285714284,68.0000000000003,9079.75,68.1071428571433,5.64285714285714,5.61428571428571
310011273,Forest Lake - Doolandella,27050,103,5.7,27488,95,5.6,27884,123,5.8,28336,99,5.5,28758,110,5.6,29511,125,5.5,30067,104,5.3,30437.8571428572,115.571428571428,30936.8214285715,117.357142857143,5.34285714285717,5.28571428571431
310011274,Inala - Richlands,16513,93,6.3,17204,87,6,17526,102,5.9,17908,100,5.9,18697,80,5.6,19094,101,5.4,19575,83,4.9,20093.4285714284,88.8571428571429,20598.3214285712,88,4.90000000000003,4.69642857142861
310011275,Oxley (Qld),7506,60,7.5,7671,56,6.8,7792,56,6.2,7986,53,5.7,8153,70,5.8,8336,63,6,8387,60,6.2,8595,63.7142857142853,8749.78571428574,64.7142857142853,5.47142857142859,5.2607142857143
310011276,Wacol,5181,17,,5367,15,,5581,20,,5803,19,,6055,15,,6060,17,,6258,18,,6485.14285714278,17.5714285714286,6666.9642857142,17.6428571428571,0,0
310021277,Boonah,11303,69,5.1,11569,82,5,11901,76,4.7,11967,92,5,12158,99,5.1,12299,90,5.2,12519,92,4.9,12725.8571428572,101.142857142856,12917.4642857143,104.999999999999,5.02857142857143,5.03571428571429
310021278,Esk,4959,44,7.1,5096,35,6.5,5156,49,5.9,5155,50,5.9,5246,41,5.9,5315,47,5.5,5353,43,5.1,5427.14285714283,45.9999999999999,5488.21428571426,46.4642857142856,4.84285714285716,4.55714285714294
310021279,Lake Manchester - England Creek,0,0,,0,0,,0,0,,0,0,,3,0,,3,0,,3,0,,3.85714285714266,0,4.49999999999977,0,0,0
310021280,Lockyer Valley - East,18401,126,7.4,19233,105,6.7,19591,120,6.5,19902,138,6.1,20295,131,6.2,20697,145,6.3,21111,144,6.2,21570.2857142857,150.571428571428,21990.357142857,155.75,5.81428571428575,5.6464285714286
310021281,Lowood,12736,63,6.8,13316,96,6.7,13945,62,6,14084,72,6.1,14368,62,4.9,14621,93,5.6,14933,79,5.5,15375.2857142856,81.2857142857138,15718.9999999999,82.7857142857138,4.91428571428571,4.65714285714284
310021282,Rosewood,12035,66,6.2,11666,57,5.7,11619,88,6.3,11745,86,6.6,12081,68,6.6,12201,85,6.4,12550,71,5.8,12424.8571428571,81.7142857142853,12534.75,83.5357142857138,6.3,6.31785714285714
310031283,Brassall,9916,74,6.8,10245,83,7,10581,72,6.9,10930,84,6.8,11222,77,6.6,11600,83,6.9,11872,84,6.7,12226.4285714285,84.571428571428,12555.6785714285,85.821428571428,6.7,6.67142857142856
310031284,Bundamba,8316,37,6.1,8569,53,5.7,8774,40,5.6,8992,27,4.9,9187,29,3.8,9405,45,3.7,9532,57,4.6,9786.85714285704,45.8571428571427,9991.60714285704,47.0357142857142,3.44285714285729,3.07500000000016
310031285,Churchill - Yamanto,6297,17,,6464,22,5.4,6715,22,4.3,6900,24,4.7,6974,20,4.2,7090,27,4.5,7160,32,4.7,7385.71428571426,31,7532.14285714284,32.8928571428573,5.71428571428555,6.14999999999986
310031286,Ipswich - Central,6848,59,7.3,6835,85,8.1,6815,54,8.2,6804,66,8.4,6782,71,7.6,6818,79,8.4,6866,62,8.4,6822.14285714286,69.9999999999999,6821.67857142857,70.4999999999999,8.52857142857141,8.64642857142854
310031287,Ipswich - East,17694,163,6.6,17916,151,6.7,18027,163,6.7,18234,156,6.7,18521,155,6.6,18716,157,6.5,18901,168,6.4,19103.4285714286,161.714285714286,19307.5357142857,162.392857142857,6.44285714285715,6.40357142857144
310031288,Ipswich - North,4529,15,,4642,15,,4668,12,,4700,19,,4783,13,,4918,8,,5007,15,,5049.71428571426,12,5124.75,11.5357142857143,0,0
310031289,Karalee - Barellan Point,5125,14,,5292,13,,5372,12,,5468,11,,5689,13,,5812,10,,5968,14,,6087.42857142852,11.7142857142858,6226.21428571426,11.5357142857143,0,0
310031290,Karana Downs,6191,10,,6215,16,,6217,15,,6250,16,,6307,22,,6311,16,,6310,9,,6348.57142857142,15.4285714285713,6371.39285714286,15.5714285714284,0,0
310031291,Leichhardt - One Mile,7188,49,7,7388,38,6.6,7481,35,6.6,7670,42,6,7879,31,5.7,8158,43,5.8,8431,43,5.7,8551.7142857142,38.4285714285717,8754.10714285704,38.0000000000002,5.28571428571433,5.05714285714288
310031292,North Ipswich - Tivoli,6538,91,10.8,6546,88,10.8,6545,78,9.6,6556,91,9.5,6573,80,8.9,6617,57,8.1,6615,77,7.6,6627.28571428571,65.7142857142853,6641.60714285715,62.0714285714285,7.0857142857144,6.52500000000009
310031293,Raceview,15018,98,7.4,15271,102,6.8,15366,120,6.9,15467,110,7,15581,111,7,15829,102,6.6,15888,120,6.7,16051.5714285714,117.142857142856,16192.3214285714,119.178571428571,6.57142857142861,6.48571428571432
310031294,Ripley,3183,8,,3507,4,,3889,7,,4305,7,,4755,4,,5451,6,,6411,10,,6562.71428571409,7.57142857142856,7078.35714285693,7.82142857142861,0,0
310031295,Riverview,3407,40,10.9,3385,45,10.4,3346,50,9.5,3282,71,10.4,3164,79,12.1,3109,54,12.4,3101,67,13.5,3020.28571428572,76.2857142857138,2961.28571428573,80.8571428571413,13.3714285714286,13.8857142857144
310041296,Bellbird Park - Brookwater,9705,24,,10806,22,,12123,30,,13165,28,5.4,14280,25,,15460,31,4.1,16554,31,3.8,17729.2857142855,32.1428571428569,18872.5714285714,33.3571428571427,4.69999999999982,5.39999999999986
310041297,Camira - Gailes,9365,40,5.7,9409,33,5.3,9433,32,4.7,9467,46,5.1,9511,35,5.2,9545,48,5.5,9579,42,5.1,9614.42857142857,45,9649.85714285715,46.3928571428569,5.10000000000002,5.06785714285716
310041298,Carole Park,12,0,,10,0,,7,0,,5,0,,4,0,,4,0,,4,0,,1,0,-0.392857142856883,0,0,0
310041299,Collingwood Park - Redbank,8279,33,5.5,8483,30,5.8,8559,17,,8642,38,5.4,8783,41,6,8902,31,6.6,9084,38,6.5,9172.71428571426,38.4285714285711,9296.89285714284,39.8928571428569,6.62857142857138,7.00714285714287
310041300,Goodna,9892,32,5.6,10334,34,5.4,10649,31,4.4,10911,37,4.3,11271,46,4.6,11474,48,5.2,11531,43,5.1,11983,49.5714285714285,12262.25,52.2857142857138,4.70000000000002,4.63928571428573
310041301,New Chum,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0
310041302,Redbank Plains,16689,45,6.1,17464,61,6.6,18443,48,6.2,19264,53,6.3,20072,62,5.8,20949,67,6.2,22124,68,6.3,22844.1428571425,71.2857142857129,23733.5714285711,74.6785714285707,6.12857142857143,6.10714285714286
310041303,Springfield,6893,8,,6936,7,,6955,8,,6989,9,,7054,9,,7148,15,,7285,11,,7279.85714285712,13.2857142857144,7340.5357142857,14.2142857142858,0,0
310041304,Springfield Lakes,11384,7,,12620,9,,13928,14,,14880,26,,16037,22,,17450,24,4.6,19143,21,3.1,20069.7142857136,28.9999999999991,21321.3571428568,31.8571428571422,3.74285714285702,4.40357142857124
311011305,Beaudesert,12933,146,7.3,13283,114,7.2,13747,115,7.1,13953,109,6.2,14196,120,5.9,14519,135,5.9,14790,154,6.5,15130.4285714285,137.714285714285,15433.7142857143,140.25,5.7000000000001,5.47857142857151
311021306,Beenleigh,8524,75,8.3,8528,62,8.1,8518,66,8.1,8515,66,7.5,8512,64,7.7,8544,60,7.5,8546,54,7,8539.85714285714,54.0000000000009,8543.14285714286,51.5357142857147,6.95714285714297,6.76071428571436
311021307,Eagleby,12753,78,6.3,13136,60,5.7,13431,85,5.2,13596,83,5,13868,92,5.4,14072,105,5.7,14149,94,5.7,14500.2857142857,106,14732.3214285714,111.178571428571,5.34285714285717,5.28571428571431
311021308,Edens Landing - Holmview,6905,30,7.1,7133,34,7.2,7388,42,7.2,7535,40,7.7,7725,30,7.1,7967,43,6.8,8361,34,6.1,8483.85714285716,38.7142857142856,8711.46428571426,39.3571428571427,6.47142857142859,6.33214285714286
311021309,Mount Warren Park,5905,36,5.2,5915,25,4.6,5912,20,4,5936,28,3.6,5960,25,3.5,6011,31,4,5988,35,4.3,6016.57142857142,30.5714285714286,6034.03571428571,31.0714285714286,3.54285714285714,3.3857142857143
311021310,Wolffdene - Bahrs Scrub,5768,11,,5953,17,,6065,21,3.7,6195,16,,6327,18,,6453,16,,6631,23,3.3,6748.99999999994,21.8571428571427,6886.53571428568,22.9642857142858,1.88571428571419,2.10714285714278
311031311,Boronia Heights - Park Ridge,12417,113,8.6,12537,121,8.3,12632,128,7.9,12680,114,7.5,12683,117,6.9,12783,141,6.9,13073,115,6.7,13045.1428571428,126.285714285714,13134.8214285714,127.535714285714,6.18571428571431,5.84642857142865
311031312,Browns Plains,7087,50,11,7310,41,9.5,7491,63,9.8,7601,46,9,7700,48,9.2,7733,64,9,7726,52,9.4,7945.71428571426,57.2857142857142,8051.85714285713,58.6071428571427,8.64285714285717,8.41428571428577
311031313,Chambers Flat - Logan Reserve,4143,13,,4389,11,,4622,19,,4893,8,,5245,21,,5562,21,4.3,5913,20,5.4,6149.42857142852,22.2857142857142,6445.10714285716,23.8214285714284,4.92857142857133,5.81428571428546
311031314,Crestmead,11764,36,,11957,33,,12077,24,,12187,28,5.2,12383,43,5.1,12578,39,5.5,12718,53,6.7,12867.7142857142,48.2857142857138,13025.2142857143,51.2142857142853,8.38571428571413,9.6785714285711
311031315,Greenbank Military Camp,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0
311031316,Hillcrest,8083,40,8,8264,58,8.4,8393,53,9.7,8444,50,10.3,8457,46,9.1,8591,37,7.7,8653,52,8.1,8759,46.1428571428572,8845.71428571426,45.6785714285715,8.51428571428571,8.45357142857141
311031317,Marsden,12556,40,5.6,13328,27,5,13858,54,5.6,14378,57,6.3,14968,44,7.2,15453,60,6.9,15934,53,5.9,16567,61.4285714285707,17120.357142857,64.8214285714275,6.97142857142853,7.19642857142856
311031318,Munruben - Park Ridge South,4782,23,,4770,17,,4760,12,,4752,15,,4779,16,,4809,19,,4829,12,,4817,12.714285714286,4825.5,11.8214285714289,0,0
311031319,Regents Park - Heritage Park,16333,45,6.7,16411,32,5.4,16455,52,4.9,16466,40,4.3,16539,55,5.1,16736,42,4.6,16729,43,4.4,16798.7142857143,46.5714285714287,16867.3571428571,47.1785714285716,3.87142857142862,3.57500000000016
311041320,Greenbank,12450,31,5.2,12743,32,5.1,13030,27,3.9,13182,31,4.1,13289,43,4.4,13568,35,4.5,13954,47,4.7,14090.9999999999,45.142857142856,14320.3214285714,47.642857142856,4.24285714285716,4.16428571428574
311041321,Jimboomba,21428,56,4.2,22512,53,4.5,23502,58,4.6,24967,60,4.5,26560,69,4.6,28673,81,4.7,31156,83,4.8,31908.8571428573,86.8571428571413,33500.4285714286,92.1428571428551,4.87142857142854,4.94999999999999
311041322,Logan Village,6099,23,,6396,22,5.1,6584,29,,6890,16,,7225,34,,7519,36,5.2,7879,30,5.4,8117,34.8571428571427,8410.82142857148,36.7857142857142,4.58571428571418,5.17142857142858
311051323,Bethania - Waterford,9436,141,7.9,9781,151,8.2,10192,159,8.4,10647,173,8.4,11225,176,8.4,11716,204,9,12050,213,9.4,12541.7142857143,222.285714285714,12996.8928571428,234.392857142855,9.39999999999998,9.61785714285708
311051324,Cornubia - Carbrook,8434,39,5.7,8443,34,5.9,8499,31,4.9,8675,41,5,8815,40,4.8,9009,36,5.2,9083,43,5,9193.28571428565,41.2857142857142,9314.53571428565,42.1785714285716,4.70000000000005,4.57142857142861
311051325,Loganholme - Tanah Merah,11315,27,4.2,11367,41,5,11405,38,5.9,11452,35,6.5,11543,32,5.7,11584,40,5.4,11576,35,4.8,11656.7142857143,37.7142857142853,11705.1071428571,38.285714285714,5.69999999999996,5.78571428571425
311051326,Loganlea,9893,44,6.5,10212,43,6.6,10404,32,6.1,10553,37,5.5,10875,40,5.3,11048,50,6.1,11428,40,5.8,11594.4285714285,42.2857142857143,11835.4285714285,42.6428571428571,5.4285714285715,5.28928571428577
311051327,Shailer Park,11800,32,4.7,11942,31,4.5,12010,31,4,12038,31,4,12084,30,3.9,12151,38,4,12299,40,3.9,12330.4285714286,38.571428571428,12401.4642857143,39.8928571428569,3.6428571428572,3.5178571428572
311051328,Waterford West,7332,35,5.6,7387,41,5.5,7401,33,5.3,7461,55,5.8,7523,57,6.1,7623,68,7.8,7566,52,7.6,7655.57142857142,67.1428571428551,7701.85714285713,71.7499999999982,7.87142857142851,8.27857142857147
311061329,Daisy Hill,6704,27,5.9,6806,24,5.2,6924,22,4.9,6934,13,,6932,14,,6975,25,3.1,6974,22,3.6,7057.85714285713,18.0000000000002,7099.14285714286,17.2500000000002,0.957142857143026,0.385714285714357
311061330,Kingston (Qld.),10636,47,6.4,10881,46,6.5,10914,55,7,10799,53,6.8,10730,51,6.6,10708,50,6.2,10612,62,6.5,10668.2857142857,58.9999999999996,10646.7857142857,60.7499999999996,6.47142857142857,6.44642857142857
311061331,Logan Central,6468,28,8.2,6597,41,7.6,6593,44,7.1,6485,39,7.1,6440,31,,6465,32,,6442,29,6.5,6427.85714285715,30.8571428571427,6410.17857142857,29.8571428571427,1.29999999999995,0.321428571428442
311061332,Rochedale South - Priestdale,15751,57,4.8,15823,65,4.7,15882,63,4.7,15949,59,4.8,16005,53,4.3,16185,64,4.1,16339,60,3.8,16363.5714285714,59.7142857142856,16456.8214285714,59.6071428571428,3.80000000000001,3.6357142857143
311061333,Slacks Creek,10882,82,8,10988,77,7.9,10996,83,8,10887,95,8.2,10837,68,8.1,10766,83,8,10646,69,7.1,10670.1428571429,73.5714285714294,10623.3214285714,72.0714285714294,7.55714285714288,7.47142857142859
311061334,Springwood,9360,41,5.6,9370,53,5.2,9441,52,5.8,9472,49,6,9601,51,5.9,9630,56,6,9682,58,6.2,9743.14285714283,59.4285714285707,9801.92857142855,61.4285714285707,6.31428571428572,6.43928571428572
311061335,Underwood,5768,12,,6112,18,,6357,13,,6616,15,,6670,20,,6783,19,,6874,21,5.3,7164.71428571426,21.9999999999995,7342.32142857142,23.2857142857138,3.02857142857124,3.59642857142853
311061336,Woodridge,13198,93,9.8,13554,92,9.3,13411,95,8,13157,105,7.9,13011,81,7.4,12888,99,7.4,12805,108,7.4,12730.4285714286,102.571428571428,12626.4642857143,104.178571428571,6.51428571428585,6.10000000000014
313011362,Beachmere - Sandstone Point,14255,94,4.9,14620,80,4.4,14929,102,4.3,15053,106,4.3,15313,105,4.6,15644,92,4.1,16074,101,3.7,16253.8571428572,104,16535.6071428572,105.714285714285,3.7714285714286,3.63214285714287
313011363,Bribie Island,17948,230,5.3,18114,267,5.7,18250,242,5.7,18344,236,5.5,18569,276,5.3,18865,277,5.3,19270,314,5.7,19306.7142857143,306.857142857141,19513.3928571428,317.785714285714,5.5,5.5
313021364,Burpengary - East,3792,6,,3894,13,,3931,12,,4022,12,,4093,16,,4187,24,4.9,4356,42,,4387.85714285713,36.9999999999982,4474.99999999997,41.7857142857138,2.09999999999991,2.44999999999993
313021365,Caboolture,24245,262,7.9,25278,291,8.4,26099,266,8.7,26840,292,8.8,27678,328,8.6,28408,334,9,29144,296,8.8,30032.5714285714,331.28571428571,30837.4285714284,340.214285714283,9.14285714285711,9.27857142857141
313021366,Caboolture - South,19890,96,6.4,20211,118,6.8,20528,104,6.4,20743,112,6.4,20998,121,6.2,21471,133,6.5,21911,117,6.3,22114.9999999999,130.142857142857,22438.3214285714,134.071428571428,6.27142857142859,6.23214285714286
313021367,Elimbah,3868,13,,3934,17,,3982,15,,4041,19,,4054,18,,4091,16,,4137,10,,4185.71428571429,14.2857142857142,4228.32142857142,14,0,0
313021368,Morayfield - East,7752,27,5.1,8094,23,4.6,8332,23,4.3,8528,25,4.1,8714,35,4.7,8941,21,4.5,9152,40,4.9,9398.42857142852,34.4285714285711,9622.57142857136,36.1071428571427,4.54285714285716,4.52857142857145
313021369,Wamuran,3748,20,,3772,16,,3838,9,,3963,8,,4049,18,,4142,18,,4253,18,,4318.71428571429,16.2857142857143,4406.78571428571,16.5357142857143,0,0
313031370,Kilcoy,5062,39,6.9,5203,33,6.2,5354,59,6.9,5438,41,6.4,5535,44,6.8,5599,53,6.5,5605,40,6.4,5771.14285714281,48.1428571428569,5864.07142857139,49.1428571428569,6.44285714285715,6.40714285714287
313031371,Woodford - D'Aguilar,6962,32,5.4,7335,26,5,7659,29,4.2,7922,30,3.8,8086,58,4.7,8465,54,5.4,8573,37,5.4,8931.7142857142,52.2857142857147,9200.28571428568,55.857142857144,5.02857142857144,5.07500000000002
313041372,Burpengary,13527,94,6.8,13566,83,7.4,13751,87,7.5,14093,77,6.9,14426,95,6.9,14632,81,6.4,14855,79,6.1,15091.5714285713,79.2857142857147,15334.107142857,77.8214285714289,6.18571428571431,6.01785714285717
313041373,Deception Bay,22617,188,7,22717,163,6.7,22818,202,6.7,22936,223,6.8,23087,183,6.7,23220,216,6.6,23214,213,6.3,23382.1428571428,221.428571428571,23491.6428571428,227.214285714284,6.35714285714286,6.27500000000001
313041374,Morayfield,4955,13,,5015,15,,5001,14,,4967,20,4.5,4962,17,,4942,18,,5021,17,,4982.28571428572,19.285714285714,4982.75,20.035714285714,0.64285714285713,0.642857142857127
313041375,Narangba,17254,30,4.5,17839,39,4.6,18269,25,3.8,18632,27,3.7,19149,33,3.5,19598,31,3.4,20253,50,4,20626.9999999999,40.9999999999991,21105.3928571427,42.8571428571422,3.32857142857148,3.1785714285715
313041376,Upper Caboolture,2833,13,,2928,10,,2986,12,,3034,12,,3098,11,,3165,11,,3254,8,,3306.71428571429,9.00000000000023,3372.75,8.50000000000023,0,0
313051377,Clontarf,8190,115,8.1,8286,100,8.5,8360,100,8.4,8407,98,8,8456,90,7.5,8437,113,7.7,8450,93,7.4,8537.71428571428,94.1428571428573,8579.7857142857,92.3571428571431,7.28571428571433,7.12142857142862
313051378,Margate - Woody Point,11666,86,5.5,11690,84,5.5,11792,79,5.4,11844,83,5.3,12035,82,5.2,12264,90,5.2,12260,80,4.9,12389.1428571428,83.0000000000001,12502.4642857143,82.8928571428573,4.91428571428571,4.82142857142858
313051379,Redcliffe,9799,81,6,10023,115,6.2,10231,86,5.8,10269,115,6.3,10507,114,5.8,10604,117,6.3,10763,105,5.9,10932.2857142857,119.571428571428,11086.9285714286,123.285714285714,6.02857142857143,6.025
313051380,Rothwell - Kippa-Ring,17176,223,8.3,17263,251,8.6,17457,229,8.3,17713,243,8.1,17717,285,8.2,17771,250,8.2,17683,245,8.2,17939.5714285714,263.714285714283,18039.4642857143,267.999999999998,8.10000000000001,8.05714285714286
313051542,Scarborough - Newport - Moreton Island,12240,84,5,12449,83,4.6,12554,96,4.1,12689,114,4.6,12735,99,4.7,12996,116,5,13347,102,4.6,13372.2857142857,116.714285714286,13536.4285714285,121.107142857143,4.68571428571429,4.69285714285715
314011382,Albany Creek,16389,80,5.6,16388,69,5.3,16299,76,5.4,16259,79,5.3,16357,72,5.1,16399,86,4.8,16499,100,4.6,16428.5714285714,93.1428571428569,16443.2142857143,96.3571428571422,4.54285714285714,4.38928571428573
314011383,Cashmere,16649,24,3.4,17313,29,3.5,18094,24,3.4,18772,37,3.9,19474,34,3.6,20110,37,3.6,20650,40,3.3,21434.1428571427,42.7142857142853,22111.8928571427,45.3571428571431,3.54285714285714,3.54642857142857
314011384,Dayboro,8039,12,,8178,18,,8315,26,2.8,8481,25,3.3,8756,18,,8985,25,3.1,9127,33,3.4,9314.28571428568,32.2857142857138,9504.24999999994,34.7499999999991,3.74285714285702,4.22857142857129
314011385,Eatons Hill,8290,9,,8299,7,,8278,17,,8282,11,,8245,16,,8288,17,,8294,12,,8276.14285714286,16.7142857142856,8274.60714285714,17.7142857142858,0,0
314011386,The Hills District,23794,89,5.6,23919,88,5.2,23972,93,5.3,24058,85,5.2,24226,110,5.4,24302,101,5.4,24424,110,5.4,24515,111.714285714285,24618.9285714286,115.5,5.34285714285715,5.33928571428572
314011387,Samford Valley,11444,32,3.6,11638,26,3.3,11783,28,3.4,11857,31,3.6,12106,29,3.5,12283,20,2.9,12383,24,2.3,12560.5714285714,22.1428571428573,12718.7857142857,20.8928571428573,2.57142857142861,2.4071428571429
314021388,Dakabin - Kallangur,21630,124,6,22213,130,6.3,22857,105,6,23687,144,6.1,24756,154,6.2,25651,176,7.1,26374,136,6.8,27167.8571428566,163.714285714286,27989.5357142852,170.035714285716,6.95714285714286,7.10714285714283
314021389,Murrumba Downs - Griffin,13239,52,5,14364,69,5.4,15477,72,5.4,16718,78,5.8,18181,92,6,19499,71,5.7,21121,63,5.1,22174.1428571427,79.1428571428564,23482,81.1785714285711,5.69999999999999,5.75357142857141
314021390,North Lakes - Mango Hill,22004,84,6.7,24032,92,6.5,26368,96,5.8,28996,98,5.4,31339,117,5.4,33465,117,5.4,35844,122,5.5,38200.7142857136,130.142857142857,40534.8928571427,136.75,4.92857142857145,4.70714285714286
