code,name,2012_Population,2012_Deaths,2012_Standardised_death_rate,2013_Population,2013_Deaths,2013_Standardised_death_rate,2014_Population,2014_Deaths,2014_Standardised_death_rate,2015_Population,2015_Deaths,2015_Standardised_death_rate,2016_Population,2016_Deaths,2016_Standardised_death_rate,2017_Population,2017_Deaths,2017_Standardised_death_rate,2018_Population,2018_Deaths,2018_Standardised_death_rate,2019_Population,2019_Deaths,2020_Population,2020_Deaths,2019_Standardised_death_rate,2020_Standardised_death_rate
108051170,Taree Region,11981,88,5.1,12144,85,5,12249,86,4.9,12376,95,4.9,12538,121,5.3,12662,98,5.3,12789,78,4.8,12926.8571428572,97.4285714285716,13060.75,98.5357142857142,5.05714285714286,5.06071428571429
108051171,Wingham,5480,64,7.6,5493,59,7.4,5493,70,7,5493,70,6.9,5491,75,7.2,5495,73,7.3,5479,67,7.2,5489,74.2857142857138,5488.96428571429,75.7857142857138,7.05714285714286,7.01428571428572
109011172,Albury - East,13562,74,5.6,13978,99,5.9,14503,77,5.6,14842,87,5.6,15321,87,4.9,15725,109,5.3,16307,110,5.6,16683.5714285714,111.571428571429,17131.6785714285,116.5,5.22857142857143,5.16071428571428
109011173,Albury - North,9644,56,5.4,9717,54,5.2,9796,50,4.7,9900,86,5.1,10004,104,6.1,10137,79,6.7,10262,89,6.6,10337.4285714286,102.999999999998,10441.0714285714,110.249999999998,6.82857142857154,7.11428571428576
109011174,Albury - South,10896,139,8,10894,170,7.9,10824,154,7.8,10727,139,7.7,10686,137,7.3,10640,142,7.1,10589,117,6.8,10527,122.714285714286,10471.0357142857,117.75,6.70000000000005,6.49642857142862
109011175,Albury Region,11280,87,6.2,11382,87,5.7,11515,80,5.8,11669,90,5.4,11784,91,5.6,11898,89,5.7,12014,94,5.7,12149.2857142857,93.4285714285711,12274.3928571429,94.7142857142853,5.4857142857143,5.42500000000001
109011176,Lavington,14369,138,6.6,14400,96,6.2,14490,97,6,14614,102,5.2,14725,123,5.5,14897,95,5.4,15016,119,5.5,15097.2857142857,105.285714285715,15210.4999999999,104.107142857144,5.00000000000011,4.80714285714294
109021177,Hay,3064,24,6.4,3049,27,5.5,3036,27,6,3023,32,6.5,3012,34,,2999,30,8,3004,31,8.1,2983.28571428572,34.1428571428564,2972.42857142857,35.3571428571422,6.37142857142857,6.51785714285717
109021178,Wentworth - Buronga,5984,47,6.2,6004,52,6.2,6034,46,6.3,6049,61,6.8,6087,41,6.2,6105,59,6.5,6150,49,5.8,6166.57142857142,52.8571428571427,6193.46428571428,53.3928571428569,6.18571428571429,6.16071428571429
109021179,Wentworth-Balranald Region,3744,26,7,3731,33,7.1,3726,38,7.6,3708,34,7.7,3684,33,7.8,3671,28,7,3678,22,6.1,3654.57142857144,26.7142857142858,3641.71428571429,25.75,6.79999999999998,6.70357142857142
109031180,Corowa,5726,70,7.4,5699,86,6.9,5658,74,6.2,5597,96,6.9,5539,74,6.8,5510,75,6.8,5486,98,7,5428.28571428574,90.7142857142853,5384.82142857145,92.9285714285716,6.74285714285716,6.71428571428573
109031181,Corowa Region,6738,56,5.2,6760,48,5.2,6788,64,5.6,6817,67,5.6,6845,52,5.6,6899,61,5.3,6961,65,4.9,6973.14285714286,64.8571428571422,7009.00000000001,66.321428571428,5.24285714285715,5.21785714285714
109031182,Deniliquin,7352,89,7.1,7411,89,6.8,7470,76,6.7,7549,102,6.9,7556,90,6.6,7526,92,7,7584,74,6.2,7637.14285714283,83.8571428571433,7673.28571428569,82.9642857142862,6.41428571428574,6.32857142857145
109031183,Deniliquin Region,6965,62,6,6930,58,5.9,6898,42,5.1,6866,48,4.7,6838,73,5.1,6791,66,5.8,6775,62,6,6736.42857142859,65.4285714285711,6704.00000000002,67.1071428571427,5.4857142857143,5.47857142857144
109031184,Moama,5460,41,5.5,5597,50,5.1,5729,58,4.7,5849,62,5.4,5960,64,5.8,6125,70,6,6308,59,5.4,6408.42857142852,71.9999999999991,6545.24999999994,75.5714285714275,5.78571428571431,5.87857142857143
109031185,Tocumwal - Finley - Jerilderie,9622,122,6.5,9688,128,7.1,9790,121,6.9,9851,113,6.7,9902,111,6.4,9974,111,6.1,10035,89,5.3,10112.1428571429,93.1428571428605,10180.8214285714,88.0357142857174,5.55714285714282,5.33928571428567
110011186,Armidale,23631,163,6.5,23756,160,6.3,23856,168,5.8,23979,187,6,24114,175,6.1,24351,170,5.9,24504,167,5.4,24608.2857142857,175.571428571428,24753.5357142857,176.964285714285,5.45714285714286,5.32142857142856
110011187,Armidale Region - North,4464,34,5.7,4503,34,5.8,4531,41,6.1,4543,38,6.3,4558,32,6.5,4576,29,6.1,4555,40,6.4,4596.57142857142,35.2857142857143,4612.5,35.25,6.57142857142856,6.68214285714285
110011188,Armidale Region - South,6199,41,6.4,6185,48,6.7,6179,51,6.4,6153,45,6.4,6120,51,6.4,6113,51,6.5,6086,53,6.5,6070.42857142857,54.5714285714285,6051.07142857143,56.0714285714284,6.45714285714286,6.45357142857143
110011189,Walcha,3294,24,7.3,3296,40,7,3293,27,5.8,3268,37,6.6,3268,36,6.5,3255,40,7.7,3231,31,7.3,3229.85714285715,37.8571428571427,3219.28571428572,38.9285714285711,7.18571428571428,7.26071428571427
110021190,Glen Innes,8905,95,7.3,8909,103,7.2,8919,127,7.2,8926,94,7,8934,92,6.7,8919,114,6.3,8908,125,6.8,8923.42857142857,118.142857142856,8925,120.892857142856,6.38571428571436,6.25000000000006
110021191,Inverell,11787,134,7.1,11818,127,7.2,11848,128,7.1,11870,119,6.8,11900,134,6.6,11891,121,6.5,11894,102,6.1,11932.4285714286,109.000000000001,11950.9642857143,105.357142857144,6.07142857142861,5.8964285714286
110021192,Inverell Region - East,5427,51,7.3,5412,50,7.2,5390,46,7.4,5365,39,6.6,5340,56,6.6,5316,48,6.9,5297,43,6.8,5273.57142857143,45.0000000000002,5251,44.3571428571431,6.55714285714288,6.45357142857145
110021193,Inverell Region - West,5832,55,6.9,5893,57,6.8,5934,67,6.1,5998,62,6.2,6057,77,6.5,6088,90,7.2,6171,64,7.4,6214.71428571426,82.1428571428569,6269.35714285712,85.8214285714275,7.11428571428573,7.21071428571429
110021194,Tenterfield,6925,70,7.1,6834,81,7.7,6769,88,7.6,6713,64,8,6697,70,7.6,6656,82,7.2,6638,66,6.6,6563.28571428572,70.4285714285716,6517.25000000002,69.4285714285716,7.04285714285714,6.95357142857145
110031195,Moree,8742,78,8.3,8698,70,8.1,8650,89,7.9,8570,77,7.8,8509,79,8,8403,89,8.1,8342,85,8.3,8283.28571428574,87.9999999999996,8214.32142857145,89.7499999999996,8.08571428571429,8.08928571428572
110031196,Moree Region,5771,38,8.4,5749,25,7.3,5724,30,6.8,5687,27,5.5,5637,15,,5612,35,5.6,5568,28,5.8,5539.71428571429,24.7142857142862,5505.07142857144,23.8214285714291,3.05714285714294,2.41428571428582
110031197,Narrabri,7232,78,8.9,7290,75,8.5,7313,74,8.3,7318,71,8,7320,88,8.6,7336,54,7.9,7356,63,7.5,7376.57142857142,61.4285714285725,7393.39285714285,58.8214285714294,7.51428571428579,7.33214285714291
110031198,Narrabri Region,5012,24,6.6,4998,34,6.6,4975,32,5.7,4943,46,6.9,4910,30,6.8,4886,33,6.6,4871,35,5.7,4840.42857142858,37.5714285714284,4815.00000000001,38.6071428571427,6.18571428571431,6.12857142857145
110041199,Gunnedah,9129,94,7.3,9216,100,7.4,9279,110,7.1,9322,108,7.3,9409,94,7.2,9485,95,6.9,9572,99,6.8,9629.85714285713,98.4285714285713,9701.17857142858,98.0357142857141,6.80000000000001,6.71428571428572
110041200,Gunnedah Region,4574,22,4.2,4466,34,4.7,4381,23,5.2,4323,24,5.3,4219,32,5.2,4150,35,5.9,4093,32,6.2,3995.57142857142,34.7142857142849,3915.67857142858,36.1785714285707,6.44285714285695,6.74285714285702
110041201,Quirindi,7785,75,7,7811,79,6.8,7830,77,6.6,7836,93,7.2,7846,93,7.5,7862,75,7.4,7887,67,6.8,7897.28571428571,77.5714285714287,7912.42857142857,77,7.25714285714285,7.31071428571428
110041202,Tamworth - East,20612,123,4.9,20651,150,5.2,20704,120,5.2,20742,133,5.2,20793,139,5.1,20847,126,5.1,20925,124,4.9,20956.2857142857,127,21007,126.071428571428,5.04285714285714,5.03214285714286
110041203,Tamworth - North,14255,177,7.6,14564,189,7.4,14879,184,7.1,15100,206,7.3,15442,183,7.1,15783,212,7.3,16150,197,7,16408.4285714285,207.571428571428,16718.6428571428,211.321428571428,6.97142857142862,6.90000000000003
110041204,Tamworth - West,5614,39,,5649,26,8.3,5689,23,7.5,5740,32,6.5,5751,35,7.4,5755,32,8.1,5797,23,7.3,5831.14285714286,26.5714285714287,5860.53571428571,25.714285714286,9.5,10.2642857142857
110041205,Tamworth Region,18025,144,6.6,18188,146,6.5,18413,132,5.9,18667,141,5.6,18823,162,5.6,18897,160,5.9,19019,168,6.1,19263.1428571428,169,19434.9285714285,173.642857142857,5.59999999999999,5.49285714285713
111011206,Belmont - Bennetts Green,18002,155,5.3,18106,180,5.5,18164,184,6.1,18195,168,6.2,18223,183,6.1,18224,179,5.9,18303,175,5.8,18345,183,18387.7857142857,185.035714285714,6.17142857142855,6.25357142857141
111011207,Belmont South - Blacksmiths,5834,46,5.5,5833,38,5.3,5833,39,4.6,5795,42,4.2,5745,50,4.6,5728,47,4.9,5730,60,5.7,5698.28571428572,56.1428571428569,5676.5,58.6785714285716,4.94285714285715,4.9357142857143
111011208,Charlestown - Dudley,24621,152,5,24658,160,5,24682,153,4.5,24690,179,4.8,24724,182,4.9,24746,155,4.9,24808,175,4.6,24815.4285714286,177.714285714285,24843.25,180.857142857142,4.67142857142858,4.6357142857143
111011209,Glendale - Cardiff - Hillsborough,23947,187,6.4,23964,177,6.4,23968,191,6.1,23964,185,6,23987,176,5.9,24011,200,6.1,24084,206,6.2,24064.1428571429,201.428571428572,24082.8571428572,204.571428571428,5.95714285714288,5.90714285714289
111011210,Mount Hutton - Windale,9037,123,8.7,9075,116,8.7,9093,109,9.2,9092,109,8.5,9109,101,7.9,9111,126,8.1,9157,121,8.4,9160.28571428571,115.857142857143,9176.28571428571,116.071428571429,8.01428571428576,7.89285714285717
111011211,Redhead,3608,32,5.2,3620,44,5.5,3618,37,5.6,3614,43,5.8,3619,34,5.3,3632,49,5.6,3617,54,6.2,3625.71428571429,52.2857142857129,3627.57142857143,54.892857142856,6.01428571428568,6.11785714285711
111011212,Swansea - Caves Beach,11144,97,5.3,11249,120,5.6,11421,110,5.6,11613,100,5.5,11800,112,5.1,11888,116,4.9,11995,103,4.9,12188.5714285714,110,12338.9285714285,110.428571428571,4.82857142857148,4.71785714285718
111011213,Valentine - Eleebana,12530,53,3.8,12508,69,3.8,12439,76,4.1,12379,83,4.6,12340,61,4.3,12334,68,4.1,12322,75,3.8,12254.4285714286,76.2857142857138,12216.1785714286,78.0357142857138,4.18571428571428,4.21428571428571
111011214,Warners Bay - Boolaroo,13346,82,4.5,13442,79,4.4,13571,92,4.4,13611,85,4.4,13636,72,4.2,13655,101,4.3,13741,85,4.1,13811.1428571428,89.8571428571431,13871,91.0357142857142,4.10000000000002,4.04285714285717
111021215,Bolton Point - Teralba,8964,144,8.6,8892,154,8.8,8825,159,9.5,8762,159,10.2,8722,147,10.1,8676,142,9.7,8683,149,10,8592.28571428572,147.571428571429,8543.07142857144,146.821428571428,10.5,10.7357142857143
111021216,Bonnells Bay - Silverwater,8371,55,4.7,8497,40,4,8623,60,4.3,8772,46,3.9,8931,54,4.3,9069,57,4.2,9241,48,4.1,9366.57142857142,52.4285714285715,9511.64285714284,52.6785714285716,4.01428571428571,3.96428571428571
111021217,Edgeworth - Cameron Park,12339,104,7.8,12916,128,7.9,13554,145,8.6,14006,136,9,14518,116,8.5,14877,126,8,15258,141,8.1,15872.9999999999,139.142857142856,16360.2499999999,141.928571428571,8.41428571428569,8.44999999999998
111021218,Morisset - Cooranbong,14464,230,7.4,14620,232,7.2,14865,238,7.4,15105,259,7.4,15276,210,7,15596,231,7.1,16068,237,6.8,16166.9999999999,232.571428571428,16423.2499999999,232.25,6.84285714285716,6.75714285714287
111021219,Toronto - Awaba,13836,181,7.4,13840,166,7.1,13831,201,6.8,13801,190,6.8,13765,188,7,13769,221,7.3,13768,205,7.4,13742.5714285714,217.285714285714,13727.8571428572,223.321428571428,7.2,7.22142857142858
111021220,Wangi Wangi - Rathmines,9037,63,6.2,9057,76,6.1,9075,57,5.1,9100,45,4.5,9117,58,3.9,9117,54,3.9,9137,64,4.4,9157.42857142857,53.8571428571431,9173.92857142856,52.4285714285716,3.29999999999995,2.90714285714284
111021221,West Wallsend - Barnsley - Killingworth,6373,25,6.2,6423,32,5.8,6480,19,,6547,29,5.1,6616,37,5.4,6686,37,6.4,6768,30,6.3,6820.00000000001,35.9999999999996,6885.9642857143,37.5357142857138,6.01428571428573,6.2607142857143
111031222,Adamstown - Kotara,15892,73,3.7,15953,79,3.8,15987,103,4.1,16039,84,4.2,16023,88,4.3,16017,82,3.9,16025,74,3.7,16071.2857142857,82.4285714285713,16091.3928571429,82.2142857142856,4.01428571428571,4.02857142857142
111031223,Beresfield - Hexham,8621,55,6.5,8610,55,5.8,8596,64,5.5,8568,66,5.7,8543,65,6,8500,65,6.2,8493,52,5.6,8467.71428571428,61.9999999999997,8444.25,62.4285714285711,5.70000000000002,5.65000000000001
111031224,Hamilton - Broadmeadow,12300,86,5.8,12307,109,6.1,12312,104,5.9,12299,103,6.2,12295,92,5.7,12410,95,5.7,12448,90,5.3,12429.1428571429,92.9999999999998,12451.75,91.9999999999995,5.45714285714288,5.36785714285716
111031225,Lambton - New Lambton,17076,108,4.5,17087,96,4.6,17058,92,4.6,17043,106,4.6,17040,106,4.7,17010,97,4.6,17035,93,4.3,17007.7142857143,95.5714285714289,16997.1785714286,94.5357142857147,4.48571428571429,4.46785714285714
111031226,Maryland - Fletcher - Minmi,12056,31,5.8,12487,40,5.1,12966,36,5.2,13503,36,5.3,13963,42,4.7,14473,29,4.2,15119,41,3.7,15532.1428571428,38.4285714285711,16037.7857142857,38.9285714285711,3.62857142857149,3.32142857142867
111031227,Mayfield - Warabrook,15271,185,8.5,15299,206,8.6,15318,228,9.3,15335,224,10.1,15357,222,10.4,15380,198,10.2,15466,213,10.3,15458.8571428571,219.714285714284,15486.9285714286,221.92857142857,11.0142857142857,11.3607142857143
111031228,Merewether - The Junction,14238,85,4.6,14239,77,4.6,14239,69,4.4,14226,79,4.3,14218,89,4.5,14239,84,4.7,14272,86,4.7,14250.2857142857,86.5714285714284,14253.1785714286,87.8928571428569,4.62857142857143,4.65
111031229,Newcastle - Cooks Hill,10878,51,4.6,10991,40,4.5,11101,43,4.4,11267,56,4.5,11435,46,4.8,11769,45,4.6,12075,47,3.9,12142.4285714285,47.0000000000001,12338.1785714285,47.0357142857144,4.25714285714287,4.20357142857144
111031230,Newcastle Port - Kooragang,19,0,,19,0,,18,0,,18,0,,17,0,,17,0,,17,0,,16.2857142857142,0,15.8928571428571,0,0,0
111031231,Shortland - Jesmond,10803,103,7.3,11112,124,7.4,11353,116,7.5,11576,138,8.3,11895,112,7.8,12347,113,8,12766,124,8.1,12964.7142857142,123.857142857143,13282.607142857,125.178571428571,8.32857142857142,8.46785714285716
111031232,Stockton - Fullerton Cove,6391,99,9.6,6597,98,9,7069,95,8.4,7328,114,8.1,7635,111,8.1,7956,83,7.5,8296,94,6.9,8610.14285714273,95,8931.53571428568,93.9642857142858,6.60000000000014,6.19285714285718
111031233,Wallsend - Elermore Vale,19987,184,6.9,20017,241,6.7,20058,260,7.3,20063,260,7.9,20097,242,7.9,20133,235,7.4,20214,249,7.3,20217.2857142857,262.285714285712,20251.2857142857,268.178571428569,7.79999999999996,7.91428571428568
111031234,Waratah - North Lambton,12422,247,10.2,12443,220,9.5,12452,273,10,12460,255,10.7,12477,259,11.3,12506,225,10.9,12535,215,10.9,12540.7142857143,227.714285714286,12558.2142857143,224.142857142858,11.3857142857143,11.6071428571429
111031235,Wickham - Carrington - Tighes Hill,8153,38,5.6,8224,43,5.7,8283,40,5.4,8334,42,5.6,8365,37,5.4,8388,49,5.7,8490,50,5.9,8522.57142857142,49.1428571428569,8573.32142857142,50.75,5.74285714285715,5.77500000000001
112011236,Ballina,16914,257,6.6,17062,277,6.4,17184,307,6.6,17342,265,6.6,17555,351,7.1,17744,289,6.8,18043,272,6.8,18138,304.42857142857,18320.9285714286,308.464285714284,6.97142857142856,7.03928571428571
112011237,Ballina Region,16400,110,5,16556,127,4.9,16711,133,4.6,16906,131,4.7,17247,122,4.6,17477,122,4.2,17713,158,4.4,17903.857142857,146.571428571428,18129.4642857142,150.964285714284,4.17142857142861,4.05714285714291
112011238,Bangalow,5661,40,6.7,5739,44,6.4,5821,36,6,5914,39,5.8,6006,39,5.4,6116,50,6.2,6240,50,6.8,6310.42857142855,48.9999999999996,6405.99999999997,50.6071428571427,6.08571428571431,6.06071428571431
112011239,Brunswick Heads - Ocean Shores,8181,55,5.2,8290,46,5.1,8403,52,5,8493,51,4.8,8602,37,4.4,8667,40,3.9,8764,45,3.6,8871.71428571426,38.4285714285716,8968.21428571426,36.3928571428578,3.45714285714291,3.17857142857156
112011240,Byron Bay,9456,85,7.8,9689,72,7.6,9852,72,6.9,10018,81,6.6,10203,64,6.4,10347,84,6.4,10511,75,6,10701.1428571428,74.1428571428575,10873.7142857143,73.6428571428575,5.62857142857149,5.33214285714291
112011241,Evans Head,5173,36,5.1,5210,35,4.9,5252,34,4.3,5281,44,4.7,5316,56,5.7,5359,44,5.9,5409,35,5,5438.57142857142,45.8571428571427,5476.78571428571,47.1785714285711,5.52857142857141,5.63928571428571
112011242,Lennox Head - Skennars Head,7708,33,4.8,7790,25,4.1,7882,21,3.2,7983,36,3.1,8088,28,3.1,8173,21,3,8338,41,3.1,8403.42857142855,32.5714285714284,8505.64285714284,33.3928571428571,2.42857142857156,2.16428571428582
112011243,Mullumbimby,7736,35,4.5,7862,43,4.3,8007,60,5,8193,53,5.3,8398,64,5.8,8545,54,5.2,8740,60,5.3,8892.8571428571,67.142857142856,9063.17857142852,70.7499999999982,5.77142857142854,5.94999999999999
112021244,Casino,12289,148,7.1,12356,114,6.8,12412,139,6.9,12444,140,6.5,12495,153,7.1,12527,130,6.7,12560,133,6.5,12617.2857142857,136.857142857143,12661.5,136.892857142857,6.54285714285717,6.47857142857146
112021245,Casino Region,7085,45,6,7083,66,6.7,7095,61,6.9,7079,56,7.1,7079,71,7.3,7051,58,7.2,7056,65,7.3,7051.57142857143,67.9999999999991,7045.60714285715,69.9285714285707,7.68571428571426,7.87499999999994
112021246,Goonellabah,13244,133,6.6,13301,120,6.5,13332,131,6.3,13345,145,6.3,13375,124,6.1,13370,134,6,13411,149,5.8,13437.1428571429,143.571428571428,13461.5,146.035714285714,5.71428571428572,5.58571428571429
112021247,Kyogle,7701,53,5.6,7663,53,5.4,7603,76,5.5,7530,72,5.7,7464,65,6.1,7389,77,5.9,7315,81,6,7260,85.4285714285725,7194.10714285716,89.75,6.14285714285711,6.24285714285713
112021248,Lismore,16076,153,7.6,16015,150,7.6,15897,140,6.8,15766,152,6.7,15641,170,6.9,15447,175,7.4,15309,159,7.5,15208.2857142857,170.999999999999,15076.3928571429,174.499999999999,7.12857142857145,7.10714285714288
112021249,Lismore Region,15356,82,5.9,15384,64,5.1,15395,75,5,15402,79,4.6,15415,79,4.9,15419,66,4.7,15472,79,4.4,15468.7142857143,74.7142857142859,15484.3571428571,74.6785714285716,4.17142857142858,3.97857142857146
112031250,Kingscliff - Fingal Head,11644,100,5.2,11933,101,5.3,12290,116,5.3,12830,121,5.4,13574,115,5.4,14050,113,5.2,14702,122,5.2,15102.1428571427,125.285714285713,15626.857142857,128.464285714284,5.27142857142857,5.26785714285714
112031251,Murwillumbah,8667,138,7.1,8776,127,7.3,8851,135,7.8,8936,115,7.3,9088,125,7.2,9237,160,7.7,9399,130,8,9472.71428571426,137.428571428571,9592.53571428571,138.571428571428,7.89999999999998,8.00357142857141
112031252,Murwillumbah Region,9904,56,5,9902,50,5,9891,38,4.4,9888,45,3.9,9906,57,4,9901,50,4.2,9930,58,4.5,9916.14285714286,54.1428571428569,9919.39285714286,55.0357142857142,3.92857142857147,3.80357142857147
112031253,Pottsville,12735,93,6.6,12984,98,6.6,13186,103,6,13412,122,6.3,13602,111,6.2,13821,111,6.2,14014,102,5.6,14240.1428571429,114.428571428571,14451.8214285715,116.607142857142,5.70000000000005,5.57142857142861
112031254,Tweed Heads,19131,258,6.3,19326,244,6.5,19514,268,6.3,19698,267,6.1,19932,269,6,20128,290,6.1,20284,279,6.1,20499.1428571428,290.142857142857,20694.8928571428,295.714285714284,5.95714285714287,5.89642857142859
112031550,Banora Point,15703,212,5.9,15796,192,5.7,15865,219,5.8,15914,201,5.5,15986,208,5.5,16037,186,5.3,16072,199,5.2,16154.7142857143,193.571428571428,16215.7857142857,191.357142857142,5.10000000000002,4.98571428571432
112031551,Terranora - North Tumblegum,3252,20,8.8,3266,6,,3280,18,,3309,16,,3352,11,,3367,15,,3378,11,,3408,11.5714285714287,3431.28571428572,11,-2.51428571428528,-3.45714285714257
112031552,Tweed Heads South,8230,143,5.8,8243,132,6.4,8262,134,6.2,8274,136,5.8,8302,159,5.9,8316,149,5.9,8329,167,6.4,8348.42857142857,164.428571428571,8365.67857142857,169.107142857143,6.12857142857143,6.14642857142857
113011256,Griffith (NSW),18903,144,6.1,19115,161,6.1,19309,139,5.8,19499,154,5.7,19709,165,5.6,19944,152,5.6,20251,174,5.8,20404.5714285714,169.571428571428,20622.4999999999,173.071428571428,5.51428571428573,5.43928571428575
113011257,Griffith Region,13174,69,6.2,13190,82,5.9,13192,73,5.7,13182,76,5.8,13185,93,6.1,13194,77,6,13220,81,6,13210.8571428571,85.2857142857133,13215.8214285714,86.9285714285707,5.95714285714286,5.95714285714286
113011258,Leeton,10255,70,6.7,10276,66,5.8,10281,89,5.7,10284,79,5.8,10307,95,6.4,10315,76,5.9,10331,111,6.5,10340.1428571429,104.999999999998,10352,110.321428571428,6.15714285714287,6.16785714285716
113011259,Narrandera,6300,71,7.4,6259,56,7,6213,63,6.4,6171,75,6.5,6138,69,6.8,6114,60,6.4,6106,67,6,6050.57142857144,66.1428571428573,6016.75000000001,66.2142857142859,5.92857142857145,5.75000000000006
113021260,Tumbarumba,3514,21,5.1,3514,33,5.1,3509,31,5.2,3499,38,6.3,3491,36,6.6,3498,27,6.2,3492,31,5.6,3485.85714285715,34.285714285714,3481.71428571429,35.1071428571424,6.4571428571428,6.63928571428568
113021261,Tumut,6498,61,6.5,6477,54,6.1,6452,78,6.1,6423,83,6.7,6399,96,7.9,6372,86,8.2,6336,81,8.3,6315.42857142857,97.285714285712,6288.67857142857,102.357142857141,8.74285714285702,9.14999999999986
113021262,Tumut Region,4766,44,6.4,4767,35,5.9,4768,34,5.7,4758,41,5.3,4763,46,5.8,4749,35,5.8,4737,35,5.4,4740,36.4285714285718,4735.42857142857,35.8928571428573,5.31428571428572,5.20357142857142
113031263,Cootamundra,7672,66,6.2,7684,80,6.3,7682,86,5.9,7677,96,6.5,7677,97,6.4,7673,96,6.8,7687,105,6.5,7681.42857142857,112.285714285712,7682.07142857143,117.999999999998,6.71428571428572,6.80000000000001
113031264,Gundagai,3664,25,6.6,3652,29,6,3646,30,5,3648,25,5,3637,41,5.7,3623,38,6.5,3632,18,,3619.85714285714,30.5714285714284,3614.03571428572,30.8571428571428,2.38571428571436,1.73928571428587
113031265,Junee,6100,41,6.4,6175,48,6.8,6240,50,6.7,6289,55,7.2,6363,43,6.7,6435,28,5.8,6549,43,5,6591.57142857139,38.1428571428569,6662.64285714284,36.6785714285711,5.48571428571427,5.26428571428568
113031266,Temora,6592,58,5.7,6657,66,5.6,6712,68,5.7,6780,77,5.9,6828,75,5.9,6870,82,6,6918,72,6.1,6982.42857142857,82.7142857142844,7036.71428571428,85.6071428571413,6.15714285714282,6.23571428571427
113031267,Wagga Wagga - East,16599,86,5.1,16708,87,4.9,16801,90,4.7,16892,89,4.6,17004,103,4.9,17059,96,4.8,17111,109,5.1,17230.7142857143,108.571428571428,17317.8928571428,112.142857142856,4.87142857142858,4.87142857142858
113031268,Wagga Wagga - North,3701,12,,3823,11,,4034,12,,4262,21,3.3,4542,24,4.1,4706,17,,4938,23,4.2,5141.57142857136,25.2857142857133,5355.32142857136,27.321428571428,4.04285714285697,4.63928571428551
113031269,Wagga Wagga - South,21688,160,6,21705,154,6.2,21705,161,6.4,21704,167,6.5,21709,162,6.5,21706,141,6.1,21758,167,6,21741.5714285714,158.285714285714,21749.2857142857,158.142857142857,6.22857142857142,6.22499999999999
113031270,Wagga Wagga - West,12374,118,8,12415,111,7.6,12437,132,7.4,12501,110,7,12545,157,7.6,12583,127,7.4,12635,133,7.8,12673.8571428571,141.428571428571,12717.6785714286,145.071428571428,7.42857142857144,7.40000000000001
113031271,Wagga Wagga Region,14515,78,5.1,14592,97,5.2,14669,92,5.2,14854,104,5.6,15069,96,5.4,15208,112,5.6,15399,103,5.4,15512.8571428571,112.999999999999,15665.8571428571,116.892857142856,5.62857142857143,5.69642857142856
114011272,Berry - Kangaroo Valley,8654,109,5.5,8740,116,5.8,8807,121,6.1,8888,119,6.2,8965,121,5.7,9053,91,5.2,9121,106,4.6,9201.85714285716,103.428571428572,9279.89285714287,101.321428571428,4.97142857142853,4.81785714285712
114011273,Callala Bay - Currarong,3658,21,,3672,24,,3685,26,,3700,33,,3715,22,,3724,31,,3731,30,,3748.28571428571,31.9999999999996,3760.89285714286,33.321428571428,0,0
114011274,Culburra Beach,4974,75,6.6,4996,58,6.4,5022,66,6.2,5044,80,6.1,5069,62,6.3,5087,75,6.5,5120,64,6,5139.85714285714,68.1428571428573,5163.67857142857,68.0357142857145,6.08571428571432,6.03214285714289
114011275,Ettrema - Sassafras - Budawang,40,3,,41,0,,45,0,,48,0,,52,0,,52,0,,52,0,,56.4285714285707,-0.857142857142776,58.7499999999991,-1.17857142857133,0,0
114011276,Huskisson - Vincentia,4027,26,4.4,4096,27,4.3,4163,29,3.4,4217,35,3.8,4272,37,4.2,4339,33,4.4,4531,23,4,4535.99999999997,31.5714285714283,4611.25,31.9642857142854,4.04285714285715,4.0357142857143
114011277,North Nowra - Bomaderry,15895,147,6.4,15954,132,6.2,16016,145,6,16080,140,5.7,16173,172,6,16207,155,6,16211,186,6.5,16306.7142857143,180.999999999998,16364.25,187.785714285712,6.10000000000001,6.09642857142858
114011278,Nowra,19014,190,8.3,19234,210,8.3,19660,236,8.3,20120,229,8.7,20617,226,8.6,20924,199,8,21209,190,7.4,21671.4285714285,206.857142857143,22061.4999999999,205.714285714285,7.80000000000001,7.69285714285718
114011279,St Georges Basin - Erowal Bay,13276,213,7.6,13533,175,7.6,13777,194,7.9,14007,197,7.4,14273,224,7.9,14476,185,7.5,14720,179,7.2,14967.9999999999,187.857142857144,15207.7857142856,186.000000000001,7.38571428571429,7.33571428571429
114011280,Sussex Inlet - Berrara,4296,86,,4323,70,,4348,84,,4371,65,5.9,4397,83,6.7,4429,82,,4476,73,6.9,4491.57142857142,75.2857142857145,4520.17857142857,74.714285714286,6.70000000000005,7.67857142857156
114011281,Tomerong - Wandandian - Woollamia,3418,13,,3435,15,,3455,17,,3483,22,,3503,19,,3509,19,,3521,13,,3546.99999999999,18.2857142857142,3565.03571428571,18.6428571428571,0,0
114011282,Ulladulla,14918,172,5.6,15041,165,5.7,15189,197,5.9,15383,180,5.9,15618,174,5.6,15847,190,5.3,16213,199,5.5,16305,197.857142857143,16516.6428571428,201.714285714286,5.44285714285715,5.39285714285714
